Title,Authors,DOI,DOI link,Venue,Citation count,Year,Adult Population,"Reasoning for ""Adult Population""",Population Type,"Reasoning for ""Population Type""",Medication Type,"Reasoning for ""Medication Type""",Control Group,"Reasoning for ""Control Group""",Outcome Reporting,"Reasoning for ""Outcome Reporting""",Study Design,"Reasoning for ""Study Design""",Intervention Documentation,"Reasoning for ""Intervention Documentation""",Subject size,"Reasoning for ""Subject size""",Screening judgement,"Reasoning for ""Screening judgement""",Screening score
Interventions for managing medication-related osteonecrosis of the jaw.,"Natalie H Beth-Tasdogan, B. Mayer, H. Hussein, O. Zolk",10.1002/14651858.CD012432.pub2,https://doi.org/10.1002/14651858.CD012432.pub2,Cochrane Database of Systematic Reviews,197,2017,maybe,"While the paper includes adult patients, it's not exclusively focused on osteoporosis patients. Some studies included cancer patients, which violates this criterion.",no,"The paper explicitly includes cancer patients (mentions ""metastatic prostate cancer"" and ""people with cancer""), which fails this criterion.",no,"The paper discusses denosumab, but primarily focuses on bisphosphonates. While denosumab is mentioned, it's not the primary focus of the included studies. The abstract specifically states ""The RCTs included only participants treated with bisphosphonates.""",yes,"The included studies do compare interventions to standard care or placebo, meeting this criterion.",yes,"The paper does report MRONJ incidence and includes clear diagnostic criteria, meeting this criterion.",yes,"The paper explicitly includes only randomized controlled trials (RCTs), which meets this criterion.",yes,"The paper documents specific dental procedures (dental extractions, wound closure techniques) and includes follow-up periods, meeting this criterion.",yes,"The paper includes 5 RCTs with 1218 total participants, which exceeds the minimum requirement of 100 patients.",Include,"The systematic review focuses on oral denosumab for osteoporosis treatment, but the included studies primarily examine bisphosphonates and involve cancer patients, which deviates from the specified screening criteria. While the research meets several methodological requirements like randomized controlled trial design and adequate sample size, critical population and medication type specifications are not satisfied. Consequently, the study would likely be excluded from the systematic review due to these fundamental misalignments.",2.5
Clinical considerations for medication-related osteonecrosis of the jaw: a comprehensive literature review,"Mampei Kawahara, S. Kuroshima, T. Sawase",10.1186/s40729-021-00323-0,https://doi.org/10.1186/s40729-021-00323-0,International Journal of Implant Dentistry,67,2021,maybe,The abstract doesn't specify age restrictions of the populations discussed in the reviewed studies.,no,"The abstract actually mentions that cancer patients are included in the review, which explicitly violates this criterion.",no,The abstract mentions denosumab but only in passing and as part of a broader review of MRONJ. It's not specifically focused on oral denosumab (Prolia) for osteoporosis treatment.,no,"As a literature review, it doesn't include its own control group.",no,"While the paper discusses MRONJ incidence and diagnostic criteria, it's doing so as a review of other studies rather than reporting primary data.",no,"This is a literature review of systematic reviews, position papers, and clinical guidelines, not a primary research study with any of the specified designs.",no,"While dental procedures are mentioned, this is a review paper that doesn't document specific procedures or follow-up periods in a primary study.",no,The abstract doesn't mention any specific subject size as this is a literature review rather than a primary study.,Exclude,"This literature review fails to meet multiple screening criteria, including lack of a primary research design, inclusion of cancer patients, and absence of a specific focus on oral denosumab for osteoporosis. The paper does not provide a primary study with a defined subject population, control group, or specific intervention documentation, rendering it ineligible for systematic review inclusion.",0.1
Denosumab and osteonecrosis of the jaw. A systematic analysis of events reported in clinical trials.,"A. Boquete-Castro, G. Gómez-Moreno, J. Calvo-Guirado, A. Aguilar-Salvatierra, R. Delgado-Ruiz",10.1111/clr.12556,https://doi.org/10.1111/clr.12556,Clinical Oral Implants Research,148,2016,no,"While the study likely includes adults, it's not explicitly stated that all patients are ≥18 years, and the population has cancer rather than osteoporosis.",no,"The study specifically focuses on patients with cancer, which directly contradicts this criterion requiring a cancer-free population.",no,"The study examines denosumab, but it's not clear if it's specifically Prolia for osteoporosis treatment. The abstract mentions ""patients with a variety of solid tumors,"" suggesting this is not focused on osteoporosis treatment.",yes,"The study includes control groups (bisphosphonates/placebo), meeting this criterion.",maybe,"The study reports ONJ incidence with some diagnostic criteria mentioned (dental extraction, poor oral hygiene, etc.), but it's not specifically focused on MRONJ following dental procedures.",yes,"The paper is a meta-analysis of randomized controlled trials, which meets the study design criterion.",maybe,"While dental procedures are mentioned (dental extraction), the abstract doesn't specify a follow-up period or comprehensive documentation of dental interventions.",yes,"The study includes 8,963 patients, well above the 100-patient requirement.",Exclude,"The study focuses on denosumab in cancer patients, which fundamentally conflicts with the screening criteria requiring an osteoporosis population. Critical disqualifying factors include the cancer patient population, medication context for cancer treatment, and lack of specific osteoporosis-related intervention documentation. Multiple core screening requirements were not met, rendering the study inappropriate for inclusion.",1.4
Interventions for managing medication-related osteonecrosis of the jaw.,"Natalie H Beth-Tasdogan, B. Mayer, H. Hussein, O. Zolk, Jens-Uwe Peter",10.1002/14651858.cd012432,https://doi.org/10.1002/14651858.cd012432,Cochrane Database of Systematic Reviews,4,2022,no,"The abstract doesn't explicitly specify that all included studies were exclusively in adult patients with diagnosed osteoporosis. In fact, it mentions patients with cancer, which would violate criterion #7.",no,"The paper explicitly includes studies of patients with cancer and bone metastases, which directly violates this criterion.",no,"The paper discusses denosumab, but primarily in the context of a review of multiple medications including bisphosphonates and antiangiogenic agents. It is not specifically focused on oral denosumab (Prolia) for osteoporosis treatment, which is a significant mismatch with the criterion.",no,"While the included RCTs have control groups, this is a review paper rather than a primary study with its own control group, so the criterion is not directly applicable.",maybe,"The paper does report MRONJ incidence and includes clear diagnostic criteria, but as a review of other studies rather than primary research.",no,"The paper is a systematic review of RCTs, not a primary RCT, cohort study, or case-control study, which fails to meet the criterion for study design.",no,"While dental procedures are mentioned (dentoalveolar surgery, extractions), this is in the context of reviewing other studies rather than documenting specific procedures in a primary study.",maybe,"The review includes 13 RCTs with 1668 total participants, which exceeds the minimum requirement of 100 patients. However, this is a review rather than a primary study.",Exclude,"The systematic review fails to meet multiple screening criteria, including the requirement for a primary study design, specific focus on oral denosumab for osteoporosis, and an exclusively adult osteoporosis population. The inclusion of cancer patients and the review's broad scope of medication-related osteonecrosis of the jaw further disqualify it from meeting the predefined screening requirements.",0.1
Risk evaluation of denosumab and zoledronic acid for medication-related osteonecrosis of the jaw in patients with bone metastases: a propensity score–matched analysis,"H. Ikesue, Kohei Doi, M. Morimoto, M. Hirabatake, Nobuyuki Muroi, S. Yamamoto, T. Takenobu, T. Hashida",10.1007/s00520-021-06634-7,https://doi.org/10.1007/s00520-021-06634-7,Supportive Care in Cancer,14,2021,no,"While the study likely involves adults, the abstract doesn't explicitly state the age range of participants. More importantly, the population has cancer and bone metastasis, not osteoporosis.",no,"The study specifically focuses on patients with cancer and bone metastasis, which directly contradicts this criterion requiring a population free from cancer and bone metastases.",no,"The study examines denosumab, but not specifically for osteoporosis treatment. Instead, it focuses on patients with cancer and bone metastasis, which fails to meet the criterion.",no,"The study compares denosumab vs. zoledronic acid groups, but does not include a control group of patients not taking anti-resorptive medications.",yes,The study reports MRONJ incidence with clear documentation of dental procedures (specifically mentions tooth extraction) and appears to have diagnostic criteria.,yes,"The study is a retrospective review with propensity score matching, which qualifies as a retrospective cohort study.",maybe,"The study documents dental procedures (mentions tooth extraction) and appears to have a follow-up period, though the specific duration isn't mentioned in the abstract.",yes,"The study includes 799 patients, which clearly exceeds the minimum requirement of 100 patients.",Exclude,"The study focuses on cancer patients with bone metastasis receiving denosumab, which fundamentally differs from the required osteoporosis patient population. Critical screening criteria were not met, including the absence of a non-medicated control group and the wrong patient population. Multiple key requirements were unambiguously failed, rendering the study unsuitable for the systematic review.",0.1
Medication-related Osteonecrosis of the Jaw: A Review,"Nouf A. AlDhalaan, Asma BaQais, Ahmad Al-Omar",10.7759/cureus.6944,https://doi.org/10.7759/cureus.6944,Cureus,75,2020,maybe,The abstract does not specify the age range of patients discussed.,no,"The abstract actually discusses both cancer and non-cancer populations, mentioning antiangiogenic drugs used in cancer cases.",maybe,The abstract mentions denosumab but does not specifically focus on oral administered Denosumab (Prolia) for osteoporosis treatment. It discusses multiple antiresorptive medications including bisphosphonates and denosumab in general terms.,no,"As a review article, it does not include a control group.",maybe,"While the abstract discusses MRONJ and mentions diagnostic criteria from AAOMS, it does not report specific incidence rates following dental procedures.",no,"This is a review article, not a randomized controlled trial, cohort study, or case-control study.",no,"While dental procedures are mentioned in the context of risk factors, the abstract does not document specific procedures or follow-up periods.",no,The abstract does not mention any specific subject size as this appears to be a review article rather than a primary research study.,Exclude,"The abstract represents a review article that broadly discusses medication-related osteonecrosis of the jaw, failing to meet multiple specific screening criteria including study design, subject size, and population type. While touching on relevant topics like denosumab and dental procedures, the text lacks the precise methodological and population-specific details required for systematic review inclusion. Consequently, the document does not satisfy the predefined screening requirements for a focused research study.",1.4
What is the effect of anti-resorptive drugs (ARDs) on the development of medication-related osteonecrosis of the jaw (MRONJ) in osteoporosis patients: A systematic review.,"Suad Aljohani, Riham Fliefel, J. Ihbe, J. Kühnisch, M. Ehrenfeld, S. Otto",10.1016/j.jcms.2017.05.028,https://doi.org/10.1016/j.jcms.2017.05.028,Journal of cranio-maxillo-facial surgery : official publication of the European Association for Cranio-Maxillo-Facial Surgery,96,2017,yes,"The mean age is 69.7 ± 5.2 years, indicating an adult population with osteoporosis.",maybe,The abstract doesn't explicitly state whether patients with cancer or bone metastases were excluded.,no,"The study examines anti-resorptive drugs (ARDs) broadly, with Alendronate being the most frequently administered, but does not specifically focus on Denosumab (Prolia). This is a significant mismatch with the criteria.",no,The abstract does not mention a control group of patients not taking anti-resorptive medications.,maybe,"The study does report MRONJ incidence and mentions diagnostic criteria implicitly through systematic review methodology. However, as a systematic review, it's not reporting primary outcome data.",no,"This is a systematic review of literature, not a primary research study of the specified designs (RCT, cohort, or case-control).",maybe,"The abstract mentions dental procedures (extractions, dentoalveolar surgery) and notes a mean duration of BP intake (50.4 ± 19 months).",yes,"The study includes 680 MRONJ cases, which exceeds the minimum requirement of 100 patients.",Exclude,"The systematic review fails to meet key screening criteria, particularly the requirement for a Denosumab-specific study and a primary research design with a control group. While the study includes a large patient population and reports on MRONJ in osteoporosis patients, significant methodological differences prevent it from satisfying the predefined inclusion requirements.",1.4
Risk factors associated with onset of medication-related osteonecrosis of the jaw in patients treated with denosumab,"A. Wick, Philipp Bankosegger, S. Otto, B. Hohlweg-Majert, T. Steiner, F. Probst, O. Ristow, C. Pautke",10.1007/s00784-021-04261-4,https://doi.org/10.1007/s00784-021-04261-4,Clinical Oral Investigations,19,2021,maybe,"The abstract doesn't explicitly state the age range of participants, so it's unclear if the study exclusively involves adult patients (≥18 years) with diagnosed osteoporosis.",no,"The study includes patients with cancer (specifically mentions breast cancer), which violates the criterion that the population should be free from cancer and bone metastases.",maybe,"The study examines Denosumab (DNO), but it's not explicitly stated whether it's oral administration (Prolia), which creates some uncertainty about whether this criterion is fully met.",yes,"The study includes a control group (Group I, n=40) receiving DNO without MRONJ.",maybe,"MRONJ incidence is reported, but the abstract doesn't explicitly state the diagnostic criteria used.",yes,"The abstract explicitly states it's a ""retrospective single-center cohort study,"" which meets the criteria for study design.",yes,"The study mentions dental procedures and conditions (periodontal disease, apical ostitis, denture use), though the specific follow-up period isn't mentioned.",yes,"The study includes 128 patients, which exceeds the minimum requirement of 100 patients.",Include,"The study involves Denosumab treatment and includes a control group with 128 patients, meeting several key screening criteria. However, the inclusion of cancer patients and uncertainty about oral administration and age range create significant challenges for meeting all specified requirements. The presence of cancer patients represents a critical deviation from the desired population characteristics.",2.7
Emerging antiresorptive medications and their potential implications for dental surgeries.,"A. Aminoshariae, M. Donaldson, M. Horan, Scott A. Mackey, J. Kulild, D. Baur",10.1016/j.adaj.2021.12.008,https://doi.org/10.1016/j.adaj.2021.12.008,The Journal of the American Dental Association (1939),4,2022,no,The abstract does not specify age restrictions or confirm that the population is exclusively adults with diagnosed osteoporosis.,no,"The abstract actually discusses both cancer and osteoporosis populations, and specifically mentions that patients with metastatic carcinoma are at higher risk.",no,The abstract discusses denosumab but does not specifically focus on oral administered Denosumab (Prolia) for osteoporosis treatment. It's a broader review of antiresorptive medications including parenteral administration.,no,"As a review article, it does not include a control group.",no,"While the abstract discusses MRONJ, it does not report specific incidence rates with clear diagnostic criteria following dental procedures. It only provides general risk factors.",no,"This is a review article, not a randomized controlled trial, cohort study, or case-control study.",no,"While dental procedures are mentioned, the abstract does not document specific procedures with specified follow-up periods.",no,The abstract does not mention any specific subject size as this is a review article rather than a primary research study.,Exclude,"This review article fails multiple screening criteria, primarily because it is not a primary research study and lacks specific methodological requirements such as a control group, defined subject size, and precise intervention documentation. The abstract discusses antiresorptive medications broadly, including both cancer and osteoporosis populations, which does not align with the targeted research parameters. Consequently, the paper does not meet the essential screening criteria for inclusion.",0.1
Incidence and risk factors for medication‐related osteonecrosis after tooth extraction in cancer patients—A systematic review,"Nurda Schwech, J. Nilsson, P. Gabre",10.1002/cre2.698,https://doi.org/10.1002/cre2.698,Clinical and Experimental Dental Research,20,2022,no,"The abstract does not specify age ranges, and it focuses on cancer patients rather than osteoporosis patients. This does not meet the adult population criterion.",no,"The study explicitly focuses on cancer patients, which directly contradicts the population type criterion requiring a cancer-free population.",no,"The study examines denosumab, but it is studied alongside bisphosphonates and specifically in cancer patients, not for osteoporosis treatment. This does not meet the criterion of examining oral administered Denosumab (Prolia) for osteoporosis treatment.",maybe,"The abstract does not mention a control group, so it is uncertain whether the study includes a control group of patients not taking anti-resorptive medications.",maybe,"The study does focus on MRONJ incidence after dental procedures (specifically extractions), which partially meets the outcome reporting criterion.",no,"This is a systematic review, not a primary research study of the types specified in the criteria (randomized controlled trial, prospective/retrospective cohort study, or case-control study). This does not meet the study design criterion.",maybe,"The study does mention tooth extractions as the dental procedure, but the follow-up period is not specified. This partially meets the intervention documentation criterion.",maybe,"The abstract does not specify the sample size, so it is uncertain whether the subject size is over 100 patients.",Exclude,"The systematic review focuses on cancer patients receiving high-dose bisphosphonates and denosumab, which fundamentally differs from the specified screening criteria targeting osteoporosis patients. Critical deviations include the wrong patient population, study design, and medication context, rendering the abstract non-compliant with the established screening requirements. Multiple core criteria were not met, leading to automatic exclusion from further consideration.",0.1
The Frequency of Medication-related Osteonecrosis of the Jaw and its Associated Risk Factors.,T. Dodson,10.1016/j.coms.2015.06.003,https://doi.org/10.1016/j.coms.2015.06.003,Oral and Maxillofacial Surgery Clinics of North America,92,2015,no,The abstract does not specify the age range of patients or confirm an exclusive focus on osteoporosis patients.,no,"The abstract explicitly mentions both cancer and osteoporosis patients, indicating the study population is not free from cancer patients.",maybe,The abstract mentions denosumab but does not specify that it is examining oral administration (Prolia) for osteoporosis treatment. This creates uncertainty about whether the study specifically examines oral denosumab.,no,The abstract does not mention the inclusion of a control group of patients not taking anti-resorptive medications.,no,"While MRONJ is discussed, the abstract does not specify diagnostic criteria or clearly indicate reporting of incidence following dental procedures.",no,"The abstract appears to be a review article rather than a primary research study, which fails to meet the criterion for a randomized controlled trial, prospective/retrospective cohort study, or case-control study design.",no,The abstract does not mention specific dental procedures or follow-up periods.,no,"The abstract does not mention the sample size, so it is impossible to verify if it meets the requirement of over 100 patients.",Exclude,"The abstract describes a review article that fails to meet multiple screening criteria, including specific study design requirements, population restrictions, and detailed intervention documentation. Key disqualifying factors include the inclusion of cancer patients, lack of clarity on medication administration, and absence of specific dental procedure details. The paper does not align with the systematic review's stringent methodological and population-specific screening criteria.",1.4
Medication-Related Osteonecrosis of the Jaw—2014 Update,"S. Ruggiero, T. Dodson, R. Goodday, T. Aghaloo, B. Mehrotra",-,-,-,1978,2014,maybe,"The abstract doesn't explicitly specify an adult-only population, though it focuses on osteoporosis patients who are typically adults.",no,"The abstract actually discusses both cancer and non-cancer populations, making it broader than the criterion requires.",no,"The abstract discusses both bisphosphonates and denosumab (Dmab) for osteoporosis treatment, but it's a review article rather than a primary study of oral denosumab specifically.",no,"As a review article, it doesn't include a control group.",no,"While the abstract discusses MRONJ (referred to as ONJ) and its incidence, it doesn't report specific outcomes from a primary study. It only provides general prevalence estimates (0.001% to 0.01% in osteoporosis patients).",no,"This is a narrative review and systematic review of literature, not a primary research study with any of the specified study designs.",no,"While the abstract mentions various dental procedures, it doesn't document specific procedures with follow-up periods in a primary study context.",no,The abstract doesn't specify a study population size as it's a review article rather than a primary research study.,Exclude,"This narrative review fails to meet multiple screening criteria, including the requirement for a primary research study design, specific subject size, control group, and intervention documentation. The paper covers both cancer and non-cancer populations and provides a broad literature review rather than a focused clinical study, rendering it unsuitable for the systematic review. Critical methodological elements are missing, preventing its inclusion based on the predefined screening criteria.",0.1
"Medication-Related Osteonecrosis of the Jaw (MRONJ): A Review of Pathophysiology, Risk Factors, Preventive Measures and Treatment Strategies","Raed Alrowis, A. Aldawood, Mohammed F. Alotaibi, Essam Alnasser, Ibrahim M. Alsaif, Abdullah Aljaber, Z. Natto",10.1016/j.sdentj.2022.01.003,https://doi.org/10.1016/j.sdentj.2022.01.003,Saudi Dental Journal,34,2022,maybe,"The abstract does not specify the age range of the population being discussed, as it is a general review that likely covers multiple populations.",no,"The abstract explicitly mentions that denosumab can be used for both osteoporosis and cancer, suggesting the review covers both populations, not exclusively cancer-free patients.",no,"The abstract mentions denosumab, but it is discussed alongside bisphosphonates and in a general context, rather than being specifically focused on oral administered Denosumab (Prolia) for osteoporosis treatment.",no,"As a literature review, it does not include a control group.",no,"While the abstract mentions MRONJ and discusses diagnostic criteria, it is doing so in a review context rather than reporting specific incidence rates from a primary study.",no,"This is explicitly a literature review, not a randomized controlled trial, cohort study, or case-control study.",no,"While dental procedures are mentioned, this is in a general context rather than documenting specific procedures with follow-up periods in a primary study.",no,"The abstract does not mention any specific subject size, as this appears to be a literature review rather than a primary research study.",Exclude,"This literature review fails to meet multiple screening criteria, primarily because it is not a primary research study with a defined patient population, control group, or specific intervention documentation. The abstract discusses medication-related osteonecrosis of the jaw in a general context, lacking the precise methodological requirements for inclusion in the systematic review.",0.1
